sample	representative_id	representative_name	cluster_id	representative_length_bp	filtered_hsp_count	raw_hsp_bp	merged_covered_bp	coverage_percent	weighted_pident	max_pident	best_bitscore	best_evalue	merged_interval_count	assigned_70pct
HVB003.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	6	4690	4584	4.292657	99.786827	100.000000	2940.000000	0.0	3	False
HVB003.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	18	29549	29318	8.648760	98.903453	100.000000	13125.000000	0.0	15	False
HVB003.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	2	2901	2900	6.642235	98.655945	99.813000	2940.000000	0.0	2	False
HVB003.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	5	7367	7367	17.232749	99.932140	100.000000	6979.000000	0.0	5	False
HVB004.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	33	18030	16347	22.254441	99.561855	100.000000	3461.000000	0.0	15	False
HVB004.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	16	62444	61409	80.158989	99.694250	100.000000	51893.000000	0.0	7	True
HVB004.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	25	19540	18952	7.609350	99.477843	100.000000	6761.000000	0.0	19	False
HVB004.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	16	18732	17432	11.642445	99.754440	100.000000	17451.000000	0.0	2	False
HVB004.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	11	9095	8506	24.498142	98.944392	100.000000	3310.000000	0.0	4	False
HVB004.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	11	10306	9998	10.238502	99.786362	100.000000	6761.000000	0.0	5	False
HVB004.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	14	18936	18059	83.409542	99.741353	100.000000	14958.000000	0.0	3	True
HVB004.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	17	11702	10761	10.077069	98.658505	100.000000	3426.000000	0.0	10	False
HVB004.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	41	48199	47259	13.941325	99.122311	100.000000	6809.000000	0.0	30	False
HVB004.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	2	2889	2888	6.614750	98.650290	99.813000	2940.000000	0.0	2	False
HVB004.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	13	8161	7526	17.604678	99.424068	100.000000	3349.000000	0.0	6	False
JAF001.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	27	72210	70883	96.498537	99.911301	100.000000	19895.000000	0.0	8	True
JAF001.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	3	5866	5865	7.655758	98.499836	100.000000	5011.000000	0.0	3	False
JAF001.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	20	19605	18924	7.598108	99.668531	100.000000	7688.000000	0.0	12	False
JAF001.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	4	16154	16000	10.686044	100.000000	100.000000	26378.000000	0.0	2	False
JAF001.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	4	6182	6179	17.796146	98.592738	100.000000	4697.000000	0.0	3	False
JAF001.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	12	13350	12997	13.309644	99.737761	100.000000	7134.000000	0.0	5	False
JAF001.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	7	16605	16588	76.615399	99.482378	100.000000	14958.000000	0.0	4	True
JAF001.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	16	34742	34143	31.972993	99.340782	100.000000	34018.000000	0.0	9	False
JAF001.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	31	33191	32498	9.586855	99.337138	100.000000	11143.000000	0.0	20	False
JAF001.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	2	9921	9921	22.723317	99.989780	100.000000	12971.000000	0.0	2	False
JAF001.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	5	8406	8405	19.660819	99.024459	100.000000	6820.000000	0.0	5	False
JP2-2.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	13	14800	14525	19.774011	99.006558	100.000000	10299.000000	0.0	12	False
JP2-2.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	1	5220	5220	6.813821	99.808000	99.808000	9585.000000	0.0	1	False
JP2-2.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	13	14060	13964	5.606636	99.559058	100.000000	5086.000000	0.0	10	False
JP2-2.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	4	4413	4413	2.947345	99.501483	100.000000	4043.000000	0.0	4	False
JP2-2.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	2	3455	3455	9.950750	98.060841	99.042000	3744.000000	0.0	2	False
JP2-2.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	9	5442	5137	5.260571	99.706001	100.000000	1528.000000	0.0	5	False
JP2-2.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	2	3005	3005	13.879267	99.966366	100.000000	4143.000000	0.0	2	False
JP2-2.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	4	2480	2480	2.322380	98.911192	100.000000	1810.000000	0.0	4	False
JP2-2.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	34	30230	28610	8.439901	99.235835	100.000000	8017.000000	0.0	26	False
JP2-2.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	1	1299	1299	2.975263	97.152000	97.152000	2193.000000	0.0	1	False
JP2-2.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	2	3602	3602	8.425731	99.944661	100.000000	4148.000000	0.0	2	False
PAD001.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	14	12137	12124	16.505343	99.497445	100.000000	3515.000000	0.0	11	False
PAD001.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	4	7957	7801	10.182877	98.303236	100.000000	8010.000000	0.0	2	False
PAD001.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	16	32523	32370	12.996764	99.710937	100.000000	14979.000000	0.0	9	False
PAD001.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	6	11817	11739	7.840217	99.949160	100.000000	10538.000000	0.0	3	False
PAD001.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	1	720	720	2.073673	99.583000	99.583000	1314.000000	0.0	1	False
PAD001.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	20	100184	97513	99.858680	99.858355	100.000000	56054.000000	0.0	4	True
PAD001.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	4	11501	11417	52.731975	99.974042	100.000000	12752.000000	0.0	1	False
PAD001.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	8	8660	8654	8.103983	98.106171	100.000000	3731.000000	0.0	7	False
PAD001.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	27	22845	21931	6.469608	98.822592	100.000000	7734.000000	0.0	19	False
PAD001.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	0	0	0	0.000000	0.000000	0.000000	0.000000		0	False
PAD001.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	2	1661	1661	3.885380	99.698928	99.704000	1855.000000	0.0	2	False
RSP001.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	18	18739	17860	24.314206	99.535758	100.000000	5419.000000	0.0	11	False
RSP001.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	10	60666	59897	78.185331	99.823350	100.000000	54187.000000	0.0	5	True
RSP001.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	19	23966	23282	9.347873	99.424327	100.000000	7513.000000	0.0	12	False
RSP001.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	10	8777	8621	5.757774	98.940318	100.000000	3701.000000	0.0	7	False
RSP001.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	7	11793	11646	33.541661	99.397933	100.000000	9363.000000	0.0	5	False
RSP001.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	9	7420	6833	6.997368	99.824774	100.000000	3121.000000	0.0	5	False
RSP001.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	8	11391	11237	51.900605	99.991134	100.000000	8977.000000	0.0	5	False
RSP001.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	20	35888	35210	32.972178	97.887954	100.000000	20807.000000	0.0	13	False
RSP001.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	29	33217	32468	9.578005	98.594161	100.000000	7188.000000	0.0	24	False
RSP001.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	2	3369	3369	7.716445	99.970311	100.000000	3823.000000	0.0	2	False
RSP001.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	8	7917	7753	18.135673	99.242183	100.000000	3807.000000	0.0	3	False
ZAN001.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	25	29384	29116	39.637874	98.961956	100.000000	5952.000000	0.0	18	False
ZAN001.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	11	76044	75139	98.081165	99.935645	100.000000	86291.000000	0.0	4	True
ZAN001.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	15	18686	18610	7.472035	99.502270	100.000000	7524.000000	0.0	14	False
ZAN001.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	9	9663	9651	6.445688	98.871836	100.000000	4695.000000	0.0	8	False
ZAN001.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	4	15707	15553	44.794217	99.910708	100.000000	15437.000000	0.0	2	False
ZAN001.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	7	5151	5075	5.197079	99.941735	100.000000	1528.000000	0.0	6	False
ZAN001.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	7	11731	11720	54.131449	99.676113	100.000000	9020.000000	0.0	5	False
ZAN001.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	12	15223	14869	13.923980	98.351070	100.000000	5413.000000	0.0	10	False
ZAN001.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	29	32827	32144	9.482425	98.821174	100.000000	5782.000000	0.0	25	False
ZAN001.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	2	3369	3369	7.716445	99.940622	100.000000	3823.000000	0.0	2	False
ZAN001.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	6	7773	7755	18.140351	99.575431	100.000000	4783.000000	0.0	3	False
ZAT001.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	18	17533	16941	23.063100	99.509548	100.000000	9040.000000	0.0	13	False
ZAT001.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	5	8325	8097	10.569254	98.474499	100.000000	5011.000000	0.0	2	False
ZAT001.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	21	28749	27670	11.109684	99.881787	100.000000	10360.000000	0.0	10	False
ZAT001.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	5	17651	17422	11.635766	99.773403	100.000000	26376.000000	0.0	2	False
ZAT001.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	4	5441	5440	15.667752	97.665990	100.000000	4697.000000	0.0	4	False
ZAT001.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	18	99152	97612	99.960062	99.947501	100.000000	47707.000000	0.0	2	True
ZAT001.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	6	14618	14602	67.442612	99.412038	100.000000	14958.000000	0.0	3	False
ZAT001.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	15	29644	28596	26.778540	99.413140	100.000000	30167.000000	0.0	8	False
ZAT001.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	32	28584	27581	8.136348	99.345831	100.000000	7688.000000	0.0	22	False
ZAT001.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	1	1284	1284	2.940907	97.118000	97.118000	2167.000000	0.0	1	False
ZAT001.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	3	5199	5198	12.159064	98.403596	100.000000	6820.000000	0.0	3	False
ZAT002.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	18	17534	16941	23.063100	99.606529	100.000000	9038.000000	0.0	13	False
ZAT002.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	5	8313	8085	10.553590	98.520439	100.000000	5011.000000	0.0	2	False
ZAT002.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	21	28749	27670	11.109684	99.819149	100.000000	10360.000000	0.0	10	False
ZAT002.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	5	17678	17422	11.635766	99.734085	100.000000	18041.000000	0.0	2	False
ZAT002.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	4	5445	5444	15.679272	97.649317	99.691000	4697.000000	0.0	4	False
ZAT002.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	14	99435	97612	99.960062	99.942554	100.000000	47707.000000	0.0	2	True
ZAT002.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	6	14612	14602	67.442612	99.425473	100.000000	14958.000000	0.0	3	False
ZAT002.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	14	29050	28006	26.226039	99.418324	100.000000	30167.000000	0.0	7	False
ZAT002.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	30	30594	27587	8.138118	99.199202	100.000000	7688.000000	0.0	22	False
ZAT002.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	1	1284	1284	2.940907	97.118000	97.118000	2167.000000	0.0	1	False
ZAT002.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	3	5199	5198	12.159064	98.403596	100.000000	6820.000000	0.0	3	False
ZAT003.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	22	18317	17494	23.815942	99.601484	100.000000	9040.000000	0.0	13	False
ZAT003.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	5	8325	8097	10.569254	98.474499	100.000000	5011.000000	0.0	2	False
ZAT003.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	23	25223	24146	9.694775	99.785940	100.000000	10360.000000	0.0	12	False
ZAT003.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	5	17576	17422	11.635766	99.772437	100.000000	26380.000000	0.0	2	False
ZAT003.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	5	5915	5837	16.811152	97.819209	100.000000	4697.000000	0.0	4	False
ZAT003.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	12	94911	93791	96.047147	99.982997	100.000000	47825.000000	0.0	3	True
ZAT003.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	7	15235	15148	69.964436	99.448967	100.000000	14958.000000	0.0	3	False
ZAT003.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	15	29671	28552	26.737337	99.427118	100.000000	30167.000000	0.0	7	False
ZAT003.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	30	25998	23005	6.786436	99.246094	100.000000	3921.000000	0.0	23	False
ZAT003.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	1	1284	1284	2.940907	97.118000	97.118000	2167.000000	0.0	1	False
ZAT003.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	4	5673	5593	13.083041	98.501722	100.000000	6820.000000	0.0	2	False
ZAU001.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	18	17527	17010	23.157035	99.612090	100.000000	9040.000000	0.0	13	False
ZAU001.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	5	8296	8069	10.532705	98.469167	100.000000	5011.000000	0.0	3	False
ZAU001.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	20	28664	27808	11.165091	99.804674	100.000000	10360.000000	0.0	10	False
ZAU001.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	5	17650	17422	11.635766	99.773391	100.000000	26380.000000	0.0	2	False
ZAU001.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	4	5444	5443	15.676392	97.648883	99.690000	4697.000000	0.0	4	False
ZAU001.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	16	99021	97612	99.960062	99.947427	100.000000	47707.000000	0.0	2	True
ZAU001.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	6	14619	14602	67.442612	99.412059	100.000000	14958.000000	0.0	3	False
ZAU001.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	14	29358	27624	25.868317	99.386972	100.000000	30167.000000	0.0	5	False
ZAU001.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	29	25615	24619	7.262563	99.273894	100.000000	7688.000000	0.0	20	False
ZAU001.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	1	1284	1284	2.940907	97.118000	97.118000	2167.000000	0.0	1	False
ZAU001.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	3	5199	5198	12.159064	98.403596	100.000000	6820.000000	0.0	3	False
ZBB001.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	23	24935	24329	33.120958	98.640299	100.000000	5952.000000	0.0	13	False
ZBB001.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	4	5746	5731	7.480844	99.008106	99.940000	3059.000000	0.0	4	False
ZBB001.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	34	238491	234849	94.293389	99.879483	100.000000	83301.000000	0.0	8	True
ZBB001.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	5	4394	4394	2.934655	99.043995	100.000000	2257.000000	0.0	5	False
ZBB001.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	2	2058	2058	5.927249	97.958936	99.583000	2255.000000	0.0	2	False
ZBB001.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	10	18298	18020	18.453472	99.978104	100.000000	8641.000000	0.0	5	False
ZBB001.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	2	2174	2174	10.041107	99.908195	100.000000	2549.000000	0.0	2	False
ZBB001.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	6	4240	3794	3.552867	98.962328	100.000000	2715.000000	0.0	3	False
ZBB001.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	33	34499	33625	9.919318	98.907155	100.000000	8207.000000	0.0	24	False
ZBB001.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	1	1286	1286	2.945488	97.201000	97.201000	2176.000000	0.0	1	False
ZBB001.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	2	2004	2004	4.687719	99.800617	99.853000	2494.000000	0.0	2	False
ZBB002.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	20	28912	28096	38.249268	98.941437	100.000000	11980.000000	0.0	14	False
ZBB002.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	4	10369	10215	13.333942	99.865121	100.000000	9214.000000	0.0	2	False
ZBB002.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	21	25022	24513	9.842128	99.380505	100.000000	5768.000000	0.0	14	False
ZBB002.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	17	108206	108172	72.245672	98.771882	100.000000	39484.000000	0.0	15	True
ZBB002.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	3	4179	4179	12.035944	99.234311	99.721000	3738.000000	0.0	3	False
ZBB002.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	14	20416	20334	20.823135	98.726416	100.000000	8408.000000	0.0	12	False
ZBB002.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	3	4026	4026	18.594984	99.950349	100.000000	4137.000000	0.0	3	False
ZBB002.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	13	12050	11837	11.084683	98.008331	100.000000	6373.000000	0.0	11	False
ZBB002.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	38	36220	35278	10.406950	98.796255	100.000000	4167.000000	0.0	29	False
ZBB002.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	1	1299	1299	2.975263	100.000000	100.000000	2399.000000	0.0	1	False
ZBB002.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	3	4027	4027	9.419883	99.875380	99.955000	4143.000000	0.0	3	False
ZBB003.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	23	27392	27012	36.773535	98.824419	100.000000	5952.000000	0.0	14	False
ZBB003.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	6	9466	9297	12.135650	99.281624	100.000000	6663.000000	0.0	4	False
ZBB003.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	33	249094	245556	98.592318	99.865855	100.000000	83301.000000	0.0	9	True
ZBB003.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	7	7289	7289	4.868161	99.121877	100.000000	4043.000000	0.0	7	False
ZBB003.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	3	4145	4145	11.938020	98.504257	99.583000	3744.000000	0.0	3	False
ZBB003.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	9	18221	18020	18.453472	99.988983	100.000000	8641.000000	0.0	5	False
ZBB003.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	3	4420	4420	20.414761	99.931979	100.000000	4143.000000	0.0	3	False
ZBB003.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	6	4242	3796	3.554740	98.962782	100.000000	2715.000000	0.0	3	False
ZBB003.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	33	37450	36652	10.812278	98.886526	100.000000	8207.000000	0.0	25	False
ZBB003.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	1	1286	1286	2.945488	97.201000	97.201000	2176.000000	0.0	1	False
ZBB003.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	3	4250	4250	9.941520	99.905985	100.000000	4148.000000	0.0	3	False
ZBE001.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	27	21471	20608	28.055272	99.142984	100.000000	3666.000000	0.0	21	False
ZBE001.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	4	5414	5337	6.966544	99.741371	100.000000	3747.000000	0.0	3	False
ZBE001.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	36	31862	30333	12.178895	99.654742	100.000000	4994.000000	0.0	21	False
ZBE001.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	11	15245	15167	10.129702	99.763793	100.000000	8672.000000	0.0	10	False
ZBE001.contigs	SEQ__pWW19C-KPC2_CP080110.1__00001	pWW19C-KPC2	C05	34721	3	2777	2777	7.998042	99.064021	99.526000	3692.000000	0.0	3	False
ZBE001.contigs	SEQ__PQ241463.1__00001	PQ241463.1	C06	97651	107	85456	84941	86.984260	99.918073	100.000000	5299.000000	0.0	74	True
ZBE001.contigs	SEQ__PAD003_KPC_2__00001	pPAD003_22	S01	21651	7	13552	13475	62.237310	99.977780	100.000000	10833.000000	0.0	5	False
ZBE001.contigs	SEQ__CP166597.1_pM25992_10_IncFIB_pQil_IncFII_K_blaKPC-2___00001	pM25992_107	S03	106787	43	25182	24456	22.901664	98.081904	100.000000	5328.000000	0.0	34	False
ZBE001.contigs	SEQ__VLP001_OXA_439__00001	pVLP001_339	S04	338985	39	28798	28481	8.401847	98.673544	100.000000	4508.000000	0.0	30	False
ZBE001.contigs	SEQ__MN082782.1_pPA2047__00001	pPA2047_44	S05	43660	0	0	0	0.000000	0.000000	0.000000	0.000000		0	False
ZBE001.contigs	SEQ__pHdC_pae_OL780449.1__00001	pHdC_pae	S06	42750	5	4076	4024	9.412865	99.877271	100.000000	3803.000000	0.0	4	False
ZBE002.contigs	SEQ__ZDA002_KPC_2__00001	pZDA002_73	C01	73455	24	19194	17887	24.350963	99.572855	100.000000	6545.000000	0.0	13	False
ZBE002.contigs	SEQ__ZCU001_KPC_2__00001	pZCU001_77	C02	76609	6	7872	7638	9.970108	98.983863	100.000000	5011.000000	0.0	3	False
ZBE002.contigs	SEQ__CP166596.1_pM25992_249_IncFIB_IncHI1B_blaNDM-5__00001	pM25992_249	C03	249062	27	31150	29407	11.807100	99.874803	100.000000	8859.000000	0.0	10	False
ZBE002.contigs	SEQ__CBO001_OXA_48L__00001	pCBO001_150	C04	149728	9	17922	17335	11.577661	99.765673	100.000000	17450.000000	0.0	3	False
